dias_mora_prom,edad,ingreso_mensual,ventas_anuales,monto_solicitado,plazo_meses,propiedad_completa,estado_legal,tiene_garante,rastreo_instalado,riesgo_real,score_ordinal,segmento_credito_Consumo,segmento_credito_Inmobiliario,segmento_credito_Microcrédito,producto_Back-to-back,producto_Consumo General,producto_Digital,producto_Mi Negocio,producto_Sueldo,producto_Vehicular Trabajo,producto_Vivienda,garantia_Hipotecaria,garantia_Personal,garantia_Prendaria,estado_civil_Divorciado,estado_civil_Soltero,estado_civil_Unión Libre,estado_civil_Viudo
5,53,838.03,15084.54,17746.91,12,0,0,0,0,0,3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
16,43,616.53,0.0,40210.64,84,0,0,0,0,1,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2,32,892.62,16067.16,3053.82,12,1,0,0,0,0,3,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
0,35,495.38,0.0,34837.41,24,1,0,1,0,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
17,38,1017.19,0.0,16748.97,12,1,0,1,0,1,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,54,658.23,0.0,56696.31,48,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
1,43,705.33,0.0,76050.41,12,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
8,28,669.19,12045.42,19288.15,36,1,0,0,0,1,3,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
9,65,1059.41,0.0,62355.43,36,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
2,64,1730.49,0.0,13542.82,24,1,0,0,0,1,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
14,32,1132.99,0.0,13920.84,60,0,0,0,0,1,4,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
2,41,690.84,0.0,55505.1,84,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
5,66,474.1,0.0,58348.04,36,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
8,27,535.58,9640.44,8988.48,48,0,0,0,0,0,3,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
4,33,736.5,0.0,27622.89,12,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
7,64,464.41,0.0,39395.06,60,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2,36,597.81,0.0,22386.91,24,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
4,26,1255.85,0.0,7974.05,84,1,1,0,0,1,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
3,27,977.92,0.0,29601.64,24,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0,66,744.0,13392.0,12614.21,12,1,1,0,0,1,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,32,669.34,12048.12,14230.73,48,1,1,0,1,1,3,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False
4,25,629.25,0.0,3673.2,84,0,0,1,0,1,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False
1,37,1083.72,0.0,2433.42,48,1,0,1,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,69,789.09,0.0,41613.17,60,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,29,1699.49,0.0,22778.45,24,1,0,0,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
21,38,1199.57,0.0,31524.05,36,1,0,0,0,1,4,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
8,38,526.06,9469.08,7381.1,60,0,0,0,0,0,3,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
10,38,629.98,0.0,34850.52,84,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
4,61,646.94,0.0,16878.63,48,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
15,33,390.02,0.0,19779.1,60,1,0,0,0,1,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,51,619.44,0.0,24110.5,36,1,0,1,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4,52,1199.49,0.0,27141.92,84,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3,44,687.98,12383.64,5169.01,48,1,0,1,0,1,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,49,535.49,0.0,36346.98,48,1,0,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
6,28,560.51,0.0,9082.45,84,1,0,0,0,1,3,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
14,38,1086.56,19558.08,4452.85,36,1,0,1,0,1,4,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,52,784.74,0.0,36937.54,48,1,0,1,0,0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,46,625.5,0.0,69269.21,48,0,0,1,0,1,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
5,31,640.56,0.0,3751.22,12,1,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,47,532.01,9576.18,12805.38,24,0,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
3,43,524.35,9438.3,14289.83,36,1,0,0,0,0,3,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
8,41,632.09,11377.62,3053.88,12,0,0,1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2,30,679.3,0.0,47102.79,24,1,0,1,0,1,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2,51,510.17,0.0,11700.97,84,1,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
6,42,498.74,0.0,8224.81,84,0,0,0,0,1,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
3,49,674.73,0.0,12423.8,12,1,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
0,38,1079.56,19432.08,4346.6,60,1,0,0,0,0,2,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
11,32,451.87,0.0,23511.25,84,1,0,0,0,1,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3,46,558.14,10046.52,6299.64,48,1,0,0,0,0,3,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1,51,395.99,0.0,17151.63,48,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
3,33,604.76,0.0,10999.93,36,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,28,528.98,0.0,51126.42,60,0,0,0,0,0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
0,56,486.39,8755.02,8722.13,60,1,0,1,1,0,1,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
1,66,748.94,0.0,39750.18,12,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
3,49,762.64,13727.52,13615.24,36,1,0,0,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
3,31,454.12,0.0,49833.26,60,0,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
0,52,269.77,0.0,34930.49,24,1,0,0,0,0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,25,432.59,0.0,22771.06,60,1,0,0,0,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0,30,548.79,9878.22,15033.49,36,1,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0,36,724.05,0.0,29786.41,24,1,0,1,0,0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
8,52,695.55,12519.9,1864.8,12,1,0,0,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
3,31,872.83,0.0,5578.09,12,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,48,1115.95,0.0,22303.21,24,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
1,35,671.3,0.0,6147.31,12,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,26,1537.97,0.0,2663.36,60,1,0,0,0,1,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
7,46,429.49,0.0,11584.43,60,1,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
30,44,544.47,0.0,45470.97,36,1,0,0,0,1,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
7,51,689.37,0.0,51960.92,12,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
2,42,523.83,9428.94,5009.48,84,1,0,0,1,0,3,False,False,True,False,False,False,False,False,True,False,False,True,False,False,True,False,False
6,30,971.16,0.0,538.8,48,1,0,1,0,0,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
4,49,419.44,0.0,60952.13,84,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
14,44,426.06,7669.08,15968.73,84,1,0,1,0,1,4,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1,28,208.02,3744.36,3830.8,36,1,0,1,1,1,3,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False
0,48,741.32,0.0,53677.86,60,1,0,0,0,0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
9,28,829.7,0.0,10485.83,84,0,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
2,69,2366.92,0.0,22169.06,60,1,0,1,0,1,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
4,53,864.35,0.0,54241.39,12,1,0,1,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
6,61,348.98,0.0,12410.61,60,1,0,1,0,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
1,61,348.09,0.0,26188.71,48,0,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,61,1141.65,0.0,31921.84,48,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3,67,264.42,0.0,41542.63,36,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
0,72,2408.31,0.0,41756.93,48,1,0,1,0,0,2,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
4,40,685.13,0.0,1776.87,36,1,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
3,26,585.53,0.0,13105.83,48,1,0,1,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,52,1410.92,0.0,55471.2,48,1,0,1,0,0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
0,34,381.73,6871.14,11435.17,36,1,0,0,0,0,1,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
1,43,1597.4,0.0,14610.63,60,1,0,1,0,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
5,28,511.7,0.0,6415.86,24,0,0,1,0,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False
4,69,849.53,15291.54,18720.41,36,1,0,1,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
11,47,478.85,0.0,12564.68,60,0,0,0,0,1,4,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0,56,416.27,7492.86,6248.7,48,1,0,0,0,0,2,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
2,54,357.54,0.0,68335.72,36,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7,36,442.24,0.0,43330.4,48,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
10,64,506.51,0.0,50874.63,60,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
3,31,812.05,14616.9,5537.31,48,1,0,1,1,0,3,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
20,34,724.46,0.0,11298.22,84,0,0,0,0,1,4,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
8,48,606.68,0.0,48258.81,24,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
8,34,1813.09,0.0,71530.52,48,0,0,0,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1,34,952.22,0.0,2590.25,84,1,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
3,47,264.96,0.0,55511.86,48,0,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
0,31,350.8,0.0,47729.91,84,1,0,0,0,0,2,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
4,37,408.32,0.0,1492.1,84,1,0,1,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
3,29,1126.44,0.0,48927.72,84,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
4,44,663.37,0.0,8735.06,36,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2,36,478.48,0.0,66749.33,36,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False
8,39,947.55,17055.9,11092.16,60,1,0,1,0,1,3,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True
1,28,502.08,0.0,31175.66,24,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
3,64,343.89,6190.02,9761.85,36,1,0,0,0,0,3,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
6,51,594.0,0.0,45109.87,84,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
0,41,824.53,0.0,47289.16,60,0,0,0,0,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
1,50,737.93,0.0,44694.33,36,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
1,40,674.63,0.0,5779.34,48,0,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
4,37,675.11,0.0,79524.98,36,1,0,0,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1,36,583.76,0.0,15526.37,84,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
3,50,711.58,0.0,41725.53,36,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
13,23,693.08,0.0,29235.3,24,1,0,1,0,1,4,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
0,25,1133.13,0.0,9871.94,36,1,0,1,0,1,1,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
2,69,532.32,9581.76,18282.93,36,1,0,0,0,0,3,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False
1,40,1375.66,0.0,49505.4,36,1,0,0,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
5,25,252.94,0.0,48385.51,36,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
4,34,363.69,0.0,14461.95,24,1,1,1,0,1,3,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False
23,40,379.42,0.0,20869.69,48,1,0,0,0,1,4,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True
8,33,805.29,0.0,5844.49,84,0,0,0,0,0,3,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
2,33,878.04,0.0,3890.42,12,1,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
4,42,487.15,0.0,12445.9,84,1,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
8,51,438.7,7896.6,18978.97,36,1,0,0,0,0,3,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
11,24,841.94,15154.92,9619.23,84,1,0,1,0,1,4,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
4,34,872.84,0.0,32918.63,48,1,0,0,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
5,21,1143.45,0.0,5872.68,48,1,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
9,33,513.47,0.0,5826.36,84,1,0,0,0,1,3,True,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False
4,60,743.89,13390.02,19031.2,48,1,0,0,0,0,3,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
5,34,749.95,0.0,11908.52,24,1,0,0,0,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
1,36,774.93,0.0,3503.78,24,0,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
2,51,611.82,0.0,12946.89,24,0,0,1,0,0,3,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
7,43,715.77,0.0,13063.49,24,0,0,0,0,0,3,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1,45,673.39,0.0,16025.77,36,1,0,0,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
1,29,695.74,0.0,1421.59,48,1,0,1,0,0,3,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True
0,36,901.4,0.0,25440.02,60,0,0,0,0,1,2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
7,31,730.19,0.0,44772.76,12,1,0,1,0,1,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
7,45,502.97,0.0,21600.54,12,0,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
8,37,803.2,0.0,5170.62,24,0,0,1,0,0,3,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True
7,34,359.63,0.0,39758.79,60,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False
1,52,608.58,0.0,5409.33,84,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2,30,920.67,16572.06,9579.54,24,1,0,0,0,0,3,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,39,632.96,0.0,21091.49,12,1,0,1,0,0,3,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2,32,690.28,0.0,39329.57,24,1,0,1,0,0,3,False,True,False,False,False,False,False,False,False,True,True,False,False,True,False,False,False
1,30,593.06,0.0,12560.69,12,0,0,0,0,1,3,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True
0,56,917.23,16510.14,2139.64,60,1,0,1,1,0,1,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False
